Time,Abundance
8.31762,36.60505
8.32435,36.62644
8.33107,39.63805
8.3378,38.68424
8.34453,38.2334
8.35125,34.53202
8.35798,35.36051
8.36472,35.98022
8.37143,37.9297
8.37817,37.95057
8.3849,35.21898
8.39163,35.66461
8.39835,33.23798
8.40508,35.95109
8.41182,34.83976
8.41853,32.61475
8.42527,34.68155
8.432,37.87508
8.43873,31.61438
8.44545,37.45576
8.45218,36.22646
8.45892,37.54229
8.46563,38.67621
8.47237,40.72227
8.4791,36.21219
8.48582,35.44793
8.49255,36.44632
8.49928,33.03141
8.50602,33.45471
8.51273,35.73105
8.51947,33.57416
8.5262,32.39935
8.53292,32.20702
8.53965,32.14829
8.54638,32.66056
8.55312,30.28332
8.55983,31.5323
8.56657,33.27596
8.5733,35.67202
8.58002,35.66894
8.58675,36.08901
8.59348,37.40466
8.6002,38.42765
8.60693,34.24107
8.61367,34.64591
8.6204,32.16891
8.62712,32.38327
8.63385,30.72189
8.64058,32.90538
8.6473,32.70914
8.65403,33.11319
8.66077,32.6187
8.6675,28.99467
8.67422,32.06982
8.68095,29.53032
8.68768,31.00316
8.6944,33.54527
8.70113,35.15262
8.70787,35.30993
8.71458,34.06471
8.72132,32.52626
8.72805,33.04505
8.73478,31.8292
8.7415,30.01121
8.74823,33.2363
8.75497,33.68096
8.76168,33.42368
8.76842,34.41485
8.77515,33.33066
8.78188,31.94076
8.7886,33.37398
8.79533,30.61391
8.80207,33.29677
8.80878,35.08525
8.81552,32.45837
8.82225,34.27768
8.82897,30.71128
8.8357,33.05089
8.84243,30.10302
8.84917,32.03815
8.85588,30.63091
8.86262,29.05195
8.86935,28.18334
8.87607,27.60537
8.8828,27.44447
8.88953,28.72049
8.89627,29.25098
8.90298,29.68547
8.90972,30.40245
8.91645,31.53718
8.92317,30.07715
8.9299,30.71428
8.93663,30.89105
8.94335,29.73793
8.95008,31.14394
8.95682,32.75029
8.96355,31.18383
8.97027,31.29081
8.977,31.93575
8.98373,32.11647
8.99045,32.31907
8.99718,27.3958
9.00392,28.42433
9.01065,31.06125
9.01737,31.37259
9.0241,31.81014
9.03083,31.24384
9.03755,27.61865
9.04428,29.07957
9.05102,28.33111
9.05773,31.76399
9.06447,29.30113
9.0712,28.59874
9.07793,31.83651
9.08465,30.19592
9.09138,27.94305
9.09812,28.81522
9.10483,30.40793
9.11157,28.58035
9.1183,28.27006
9.12503,30.41568
9.13175,28.26197
9.13848,28.43146
9.14522,27.03644
9.15193,29.53796
9.15867,31.72336
9.1654,30.37109
9.17212,30.70879
9.17885,34.04302
9.18558,32.45639
9.19232,34.12538
9.19903,36.46201
9.20577,34.99778
9.2125,32.95018
9.21922,37.28892
9.22595,33.28456
9.23268,30.10541
9.23942,30.02526
9.24613,30.56445
9.25287,27.15263
9.2596,28.71747
9.26632,28.65518
9.27305,27.08259
9.27978,29.5365
9.2865,26.41529
9.29323,32.10365
9.29997,30.78155
9.3067,30.52339
9.31342,31.60877
9.32015,31.4007
9.32688,31.44559
9.3336,31.63355
9.34033,28.92053
9.34707,33.54234
9.3538,31.18029
9.36052,35.25431
9.36725,31.96586
9.37398,30.09198
9.3807,28.68196
9.38743,28.94788
9.39417,29.62295
9.40088,27.63272
9.40762,29.38834
9.41435,30.71912
9.42108,29.88061
9.4278,27.17505
9.43453,26.63018
9.44127,29.16272
9.44798,29.96545
9.45472,28.20298
9.46145,28.47772
9.46818,27.90517
9.4749,29.38972
9.48163,29.15955
9.48837,27.58467
9.49508,31.84241
9.50182,31.74849
9.50855,32.58815
9.51527,28.37969
9.522,28.31256
9.52873,28.09122
9.53547,29.53264
9.54218,29.31831
9.54892,31.1706
9.55565,36.35735
9.56237,72.07054
9.5691,179.8204
9.57583,490.6464
9.58257,1090.522
9.58928,1841.452
9.59602,2322.665
9.60275,2099.439
9.60947,1368.446
9.6162,638.9686
9.62293,225.372
9.62965,78.88397
9.63638,46.01997
9.64312,49.20434
9.64985,59.2876
9.65657,63.47621
9.6633,58.31748
9.67003,45.26254
9.67675,38.81513
9.68348,33.68376
9.69022,32.19994
9.69695,28.29229
9.70367,28.71066
9.7104,27.92016
9.71713,28.70275
9.72385,29.62395
9.73058,29.89215
9.73732,30.52182
9.74403,32.47429
9.75077,29.62733
9.7575,28.25613
9.76423,30.56201
9.77095,40.47081
9.77768,59.41936
9.78442,78.1591
9.79113,87.6503
9.79787,81.24219
9.8046,58.99255
9.81133,42.12084
9.81805,35.84753
9.82478,30.92776
9.83152,27.84193
9.83823,31.31527
9.84497,31.05582
9.8517,29.10419
9.85842,26.87933
9.86515,29.40179
9.87188,28.37723
9.87862,26.93595
9.88533,29.23338
9.89207,28.14793
9.8988,30.00159
9.90552,32.20885
9.91225,30.63497
9.91898,33.26336
9.9257,31.07902
9.93243,29.37928
9.93917,29.16424
9.9459,28.35498
9.95262,28.61567
9.95935,29.12968
9.96608,28.98705
9.9728,28.48101
9.97953,30.19421
9.98627,31.73071
9.993,28.95385
9.99972,31.39405
10.00645,33.8098
10.01318,30.91402
10.0199,32.71299
10.02663,30.4576
10.03337,31.2422
10.04008,30.45701
10.04682,31.13402
10.05355,28.2963
10.06028,28.5675
10.067,26.39024
10.07373,29.00919
10.08047,34.28666
10.08718,39.12101
10.09392,47.0465
10.10065,55.58915
10.10738,57.29796
10.1141,46.24177
10.12083,38.1572
10.12757,31.51682
10.13428,29.31475
10.14102,28.17079
10.14775,27.03223
10.15447,25.67408
10.1612,28.69631
10.16793,26.52513
10.17467,27.32773
10.18138,30.92451
10.18812,39.95171
10.19485,44.30798
10.20157,47.92598
10.2083,49.95686
10.21503,39.25522
10.22177,33.03956
10.22848,31.64202
10.23522,28.43876
10.24195,27.96474
10.24867,28.26153
10.2554,28.6352
10.26213,27.32306
10.26885,26.61861
10.27558,29.51554
10.28232,28.80335
10.28905,28.36693
10.29577,29.08508
10.3025,30.4405
10.30923,30.49823
10.31595,33.66877
10.32268,30.23679
10.32942,36.25021
10.33615,43.21584
10.34287,53.99935
10.3496,74.78643
10.35633,91.43987
10.36305,101.4837
10.36978,93.40943
10.37652,73.15335
10.38323,45.25266
10.38997,34.28504
10.3967,31.03084
10.40343,30.5029
10.41015,30.15928
10.41688,33.37585
10.42362,31.3609
10.43033,31.1109
10.43707,31.89721
10.4438,30.16013
10.45053,29.76699
10.45725,31.11616
10.46398,34.37481
10.47072,30.00745
10.47743,31.83085
10.48417,33.92452
10.4909,42.58713
10.49762,73.42516
10.50435,104.725
10.51108,144.9519
10.51782,177.3895
10.52453,176.7657
10.53127,139.0962
10.538,99.3895
10.54472,59.55206
10.55145,41.75845
10.55818,36.74115
10.56492,31.93883
10.57163,35.35814
10.57837,34.30264
10.5851,32.90729
10.59182,31.98037
10.59855,30.47438
10.60528,31.9656
10.612,33.77126
10.61873,31.88223
10.62547,37.32823
10.6322,42.72206
10.63892,62.9943
10.64565,89.57623
10.65238,128.3501
10.6591,168.5719
10.66583,179.6231
10.67257,155.9527
10.6793,121.4888
10.68602,92.67499
10.69275,104.1982
10.69948,131.9204
10.7062,181.5914
10.71293,200.1004
10.71967,173.4113
10.72638,128.6608
10.73312,83.74674
10.73985,60.05503
10.74658,48.72424
10.7533,48.0291
10.76003,46.0738
10.76677,44.76539
10.77348,41.39868
10.78022,37.50973
10.78695,33.03078
10.79368,31.8285
10.8004,31.20697
10.80713,32.25632
10.81387,37.80144
10.82058,42.07137
10.82732,61.67369
10.83405,97.2352
10.84077,149.2841
10.8475,205.2504
10.85423,240.5961
10.86097,214.4287
10.86768,154.9564
10.87442,103.9277
10.88115,72.3425
10.88787,64.27206
10.8946,79.13369
10.90133,95.5224
10.90807,106.9261
10.91478,105.5714
10.92152,87.89949
10.92825,72.29874
10.93497,54.21359
10.9417,39.86965
10.94843,38.86937
10.95515,40.0102
10.96188,36.11853
10.96862,40.38407
10.97535,37.729
10.98207,36.63022
10.9888,37.46177
10.99553,32.72035
11.00225,31.85874
11.00898,29.49369
11.01572,33.14522
11.02245,33.37391
11.02917,33.22645
11.0359,31.36127
11.04263,32.64122
11.04935,33.09668
11.05608,31.44485
11.06282,36.94994
11.06953,42.12981
11.07627,56.23085
11.083,98.1312
11.08973,154.5557
11.09645,224.843
11.10318,264.9751
11.10992,262.7709
11.11663,212.0372
11.12337,138.9623
11.1301,84.97186
11.13683,63.40826
11.14355,46.27401
11.15028,42.04874
11.15702,43.00914
11.16373,46.83001
11.17047,52.34008
11.1772,57.73057
11.18392,64.83103
11.19065,70.52519
11.19738,75.23029
11.20412,79.76466
11.21083,87.36882
11.21757,89.34732
11.2243,87.26895
11.23102,83.24425
11.23775,81.16935
11.24448,76.71345
11.25122,72.68767
11.25793,71.923
11.26467,83.0018
11.2714,126.1125
11.27812,342.8285
11.28485,1170.904
11.29158,3890.717
11.2983,10846.46
11.30503,24133.33
11.31177,42466.66
11.3185,59733.53
11.32522,65407.52
11.33195,58726.38
11.33868,42700.54
11.3454,26183.54
11.35213,13418.27
11.35887,6221.031
11.3656,2780.145
11.37232,1423.352
11.37905,866.798
11.38578,625.7781
11.3925,483.1873
11.39923,401.9979
11.40597,348.6921
11.41268,298.7227
11.41942,273.7332
11.42615,239.5599
11.43288,222.8835
11.4396,201.0507
11.44633,182.3324
11.45307,161.8419
11.45978,162.8647
11.46652,146.7784
11.47325,132.8371
11.47998,128.6128
11.4867,122.315
11.49343,115.0752
11.50017,111.6252
11.50688,112.5076
11.51362,112.1454
11.52035,110.7948
11.52707,108.3219
11.5338,107.0054
11.54053,105.627
11.54727,103.7101
11.55398,99.54642
11.56072,93.51125
11.56745,79.85303
11.57417,79.17819
11.5809,76.3895
11.58763,74.73763
11.59437,72.75337
11.60108,69.77423
11.60782,67.96373
11.61455,68.11911
11.62127,64.37215
11.628,65.46164
11.63473,61.4016
11.64145,65.15955
11.64818,60.10992
11.65492,61.54177
11.66165,61.30842
11.66837,63.72846
11.6751,63.03859
11.68183,63.05266
11.68855,63.30748
11.69528,64.87624
11.70202,64.03528
11.70875,65.02506
11.71547,64.17979
11.7222,60.46338
11.72893,60.01179
11.73565,60.56154
11.74238,59.8681
11.74912,56.95352
11.75583,53.91192
11.76257,57.24633
11.7693,56.92579
11.77603,54.20517
11.78275,55.03664
11.78948,59.0367
11.79622,61.70973
11.80293,63.26527
11.80967,64.69983
11.8164,77.75407
11.82313,97.47258
11.82985,155.8537
11.83658,241.9297
11.84332,373.1301
11.85003,488.0869
11.85677,558.8063
11.8635,566.4334
11.87022,481.7218
11.87695,352.6415
11.88368,226.3941
11.89042,131.4043
11.89713,87.53839
11.90387,64.19492
11.9106,57.19217
11.91732,52.95834
11.92405,58.25866
11.93078,55.05368
11.93752,53.80314
11.94423,51.30003
11.95097,55.15028
11.9577,52.07873
11.96442,48.97704
11.97115,44.44188
11.97788,44.10832
11.9846,46.57241
11.99133,42.09328
11.99807,44.19426
12.0048,44.5745
12.01152,45.8439
12.01825,48.6785
12.02498,52.44341
12.0317,54.7678
12.03843,55.58808
12.04517,52.77399
12.0519,53.80704
12.05862,49.23527
12.06535,53.71363
12.07208,49.42739
12.0788,51.92123
12.08553,45.34961
12.09227,49.46859
12.09898,50.6937
12.10572,52.16553
12.11245,49.37403
12.11918,51.97698
12.1259,50.49202
12.13263,49.93682
12.13937,47.72886
12.14608,49.26313
12.15282,50.24229
12.15955,52.69362
12.16628,52.85697
12.173,54.36152
12.17973,62.23139
12.18647,63.36209
12.19318,65.10291
12.19992,63.3967
12.20665,58.47866
12.21337,51.37412
12.2201,48.41092
12.22683,49.2956
12.23357,51.43053
12.24028,50.54343
12.24702,52.01276
12.25375,53.35392
12.26047,52.70493
12.2672,46.55677
12.27393,47.92537
12.28067,52.91823
12.28738,58.01818
12.29412,61.4542
12.30085,64.00549
12.30757,64.93977
12.3143,64.7575
12.32103,67.57169
12.32775,64.76483
12.33448,60.92817
12.34122,56.20283
12.34795,49.84145
12.35467,51.27017
12.3614,51.3712
12.36813,44.80819
12.37485,47.01164
12.38158,41.54989
12.38832,44.23217
12.39505,43.48163
12.40177,47.85029
12.4085,44.35337
12.41523,50.78796
12.42195,54.86137
12.42868,68.92658
12.43542,83.17473
12.44213,95.10037
12.44887,101.7245
12.4556,99.03658
12.46233,88.43878
12.46905,74.7303
12.47578,68.03894
12.48252,59.57993
12.48923,54.30923
12.49597,60.91491
12.5027,80.81763
12.50943,111.9555
12.51615,187.8137
12.52288,307.7209
12.52962,458.1202
12.53633,635.6262
12.54307,800.3694
12.5498,898.3645
12.55652,893.9988
12.56325,755.7023
12.56998,588.1835
12.57672,410.4395
12.58343,260.0357
12.59017,157.6294
12.5969,104.7064
12.60362,78.58841
12.61035,68.73699
12.61708,60.82778
12.62382,62.73699
12.63053,61.23392
12.63727,58.02161
12.644,50.93264
12.65072,50.60244
12.65745,44.57485
12.66418,44.12791
12.6709,45.9599
12.67763,50.25095
12.68437,55.09511
12.6911,60.7147
12.69782,69.50777
12.70455,68.97263
12.71128,61.71797
12.718,62.0331
12.72473,53.43292
12.73147,48.19833
12.7382,43.93652
12.74492,46.7865
12.75165,46.33465
12.75838,49.47264
12.7651,54.86124
12.77183,66.41311
12.77857,79.89607
12.78528,87.53223
12.79202,94.96773
12.79875,87.64999
12.80548,79.1902
12.8122,67.2343
12.81893,57.76201
12.82567,50.31922
12.83238,51.26919
12.83912,48.88372
12.84585,46.91019
12.85258,48.78779
12.8593,50.2875
12.86603,52.77578
12.87277,53.36033
12.87948,51.48214
12.88622,51.20205
12.89295,51.10612
12.89967,51.54193
12.9064,52.5722
12.91313,56.77222
12.91987,65.63565
12.92658,77.75006
12.93332,92.49406
12.94005,109.3278
12.94677,113.3375
12.9535,104.8307
12.96023,87.50608
12.96695,72.72588
12.97368,64.71834
12.98042,55.77949
12.98715,53.80799
12.99387,48.42302
13.00063,383.7415
13.01077,386.3259
13.02088,376.1721
13.03102,355.3557
13.04113,359.9264
13.05127,363.0215
13.06138,410.7684
13.07152,558.2128
13.08163,937.3813
13.09177,1615.751
13.10188,2511.559
13.11202,3369.584
13.12213,3390.733
13.13227,2278.959
13.1424,1162.732
13.15252,663.2747
13.16265,501.1099
13.17277,412.2585
13.1829,394.9219
13.19302,389.9798
13.20315,393.0005
13.21327,422.6924
13.2234,458.6023
13.23352,500.8002
13.24365,525.391
13.25377,504.6041
13.2639,478.8066
13.27402,486.1222
13.28415,498.2116
13.29427,575.2328
13.3044,728.4566
13.31452,888.6749
13.32465,988.2109
13.33477,1059.033
13.3449,1056.943
13.35502,947.8079
13.36515,846.692
13.37527,792.4113
13.3854,945.1083
13.39552,1154.277
13.40565,1244.312
13.41578,1052.444
13.4259,759.8562
13.43603,532.2451
13.44615,423.6593
13.45628,393.1389
13.4664,390.4194
13.47653,401.351
13.48665,436.4059
13.49678,496.2267
13.5069,521.139
13.51703,499.711
13.52715,465.3445
13.53728,412.2023
13.5474,377.5328
13.55753,356.6133
13.56765,346.0747
13.57778,356.266
13.5879,361.9562
13.59803,357.1523
13.60815,364.3299
13.61828,367.4456
13.6284,383.7558
13.63853,395.0614
13.64865,381.2499
13.65878,394.7292
13.66892,362.9857
13.67903,362.4302
13.68917,353.9306
13.69928,351.6114
13.70942,356.573
13.71953,342.8289
13.72967,356.9173
13.73978,387.7453
13.74992,398.0994
13.76003,417.5597
13.77017,422.0269
13.78028,426.8971
13.79042,425.6199
13.80053,438.0032
13.81067,438.0334
13.82078,426.6769
13.83092,420.5441
13.84103,417.0908
13.85117,421.5365
13.86128,442.102
13.87142,448.5154
13.88153,435.3851
13.89167,410.4359
13.90178,401.1645
13.91192,378.6922
13.92205,380.5167
13.93217,413.4371
13.9423,405.6532
13.95242,394.4514
13.96255,376.2763
13.97267,364.0371
13.9828,369.6855
13.99292,359.6945
14.00305,365.2803
14.01317,350.2432
14.0233,357.6688
14.03342,353.4583
14.04355,352.1776
14.05367,344.5896
14.0638,340.0203
14.07392,338.9745
14.08405,350.5139
14.09417,360.5339
14.1043,367.0178
14.11442,371.7205
14.12455,369.1169
14.13467,368.1328
14.1448,364.266
14.15492,359.4305
14.16505,349.1999
14.17518,345.8735
14.1853,340.585
14.19543,352.3296
14.20555,358.5585
14.21568,354.8932
14.2258,351.6627
14.23593,374.162
14.24605,389.2167
14.25618,394.6871
14.2663,397.7005
14.27643,422.5211
14.28655,434.9466
14.29668,479.8347
14.3068,552.5685
14.31693,695.1069
14.32705,871.8741
14.33718,940.2894
14.3473,919.8751
14.35743,763.9918
14.36755,629.9807
14.37768,526.2372
14.3878,452.3397
14.39793,413.5723
14.40805,376.3779
14.41818,377.7712
14.4283,372.9971
14.43843,401.5928
14.44857,468.3291
14.45868,637.7614
14.46882,892.2601
14.47893,1163.509
14.48907,1306.765
14.49918,1252.724
14.50932,1075.55
14.51943,900.1393
14.52957,861.2532
14.53968,881.7916
14.54982,887.0944
14.55993,778.1532
14.57007,612.9804
14.58018,481.1926
14.59032,426.9699
14.60043,426.1968
14.61057,422.1326
14.62068,414.7707
14.63082,392.3177
14.64093,394.77
14.65107,374.187
14.66118,402.7061
14.67132,437.9245
14.68143,458.5713
14.69157,450.5174
14.7017,450.3852
14.71182,431.1875
14.72195,403.8683
14.73207,395.9914
14.7422,386.6233
14.75232,370.7365
14.76245,374.7802
14.77257,370.9156
14.7827,363.2819
14.79282,370.791
14.80295,345.8871
14.81307,358.2902
14.8232,350.8225
14.83332,375.7736
14.84345,474.2894
14.85357,629.1954
14.8637,836.8789
14.87382,1048.35
14.88395,1068.658
14.89407,904.1817
14.9042,686.1295
14.91432,516.7329
14.92445,429.526
14.93457,380.9739
14.9447,364.3057
14.95483,354.9601
14.96495,356.295
14.97508,361.3164
14.9852,360.126
14.99533,373.6086
15.00545,386.3991
15.01558,386.7204
15.0257,390.6937
15.03583,383.4249
15.04595,371.6551
15.05608,379.1765
15.0662,491.2926
15.07633,968.402
15.08645,2488.639
15.09658,5683.447
15.1067,10417.14
15.11683,14644.08
15.12695,16125.32
15.13708,14123.55
15.1472,10598.32
15.15733,7102.515
15.16745,4241.627
15.17758,2551.155
15.1877,1650.429
15.19783,1198.385
15.20797,956.0661
15.21808,826.9524
15.22822,732.0241
15.23833,684.9731
15.24847,641.8534
15.25858,630.9761
15.26872,597.9343
15.27883,585.889
15.28897,579.5407
15.29908,562.0463
15.30922,544.5538
15.31933,513.1562
15.32947,494.5796
15.33958,484.2516
15.34972,479.3917
15.35983,476.8556
15.36997,480.182
15.38008,473.1484
15.39022,471.7046
15.40033,452.2557
15.41047,426.5767
15.42058,436.9293
15.43072,454.121
15.44083,464.0307
15.45097,473.4043
15.46108,502.5956
15.47122,557.6005
15.48135,687.7176
15.49147,1019.471
15.5016,1640.384
15.51172,2528.985
15.52185,3433.48
15.53197,3787.43
15.5421,3414.66
15.55222,2551.947
15.56235,1683.317
15.57247,1058.144
15.5826,739.1786
15.59272,635.4019
15.60285,604.9186
15.61297,690.5351
15.6231,953.9232
15.63322,1465.484
15.64335,2198.504
15.65347,2910.34
15.6636,3317.365
15.67372,3214.443
15.68385,2842.856
15.69397,2413.712
15.7041,2043.277
15.71422,1690.754
15.72435,1332.532
15.73448,1036.349
15.7446,783.049
15.75473,764.9871
15.76485,1053.058
15.77498,1735.655
15.7851,2856.558
15.79523,4084.097
15.80535,4803.547
15.81548,4430.978
15.8256,3229.786
15.83573,1982.309
15.84585,1164.024
15.85598,763.3693
15.8661,662.0999
15.87623,620.5035
15.88635,620.881
15.89648,585.7176
15.9066,539.5926
15.91673,508.652
15.92685,537.4507
15.93698,574.8292
15.9471,647.8789
15.95723,713.8057
15.96735,738.7043
15.97748,736.845
15.98762,685.6995
15.99773,631.7648
16.00787,576.8735
16.01798,510.4817
16.02812,494.1303
16.03823,474.6145
16.04837,477.873
16.05848,486.2541
16.06862,512.585
16.07873,537.2761
16.08887,546.3917
16.09898,553.1586
16.10912,579.3154
16.11923,627.6098
16.12937,726.0486
16.13948,796.2802
16.14962,831.611
16.15973,803.1715
16.16987,754.6398
16.17998,688.8331
16.19012,641.5256
16.20023,614.8056
16.21037,562.3502
16.22048,535.6576
16.23062,491.5725
16.24075,495.2565
16.25087,488.8443
16.261,534.9459
16.27112,571.2314
16.28125,589.39
16.29137,588.1333
16.3015,553.1134
16.31162,515.3149
16.32175,489.097
16.33187,459.1783
16.342,476.9883
16.35212,508.5865
16.36225,569.9628
16.37237,676.2486
16.3825,796.4355
16.39262,921.4148
16.40275,1002.256
16.41287,1081.093
16.423,1112.04
16.43312,1160.002
16.44325,1264.725
16.45337,1418.873
16.4635,1691.917
16.47362,2043.193
16.48375,2297.365
16.49387,2363.276
16.504,2211.438
16.51413,1904.637
16.52425,1561.496
16.53438,1188.729
16.5445,910.2125
16.55463,696.35
16.56475,572.2949
16.57488,542.7798
16.585,533.9773
16.59513,540.9183
16.60525,546.446
16.61538,577.0388
16.6255,577.1892
16.63563,600.9374
16.64575,581.934
16.65588,561.8463
16.666,535.77
16.67613,518.5819
16.68625,493.2196
16.69638,506.466
16.7065,519.6163
16.71663,519.9032
16.72675,531.7476
16.73688,538.3444
16.747,537.3461
16.75713,503.059
16.76727,512.2682
16.77738,524.0587
16.78752,560.8907
16.79763,580.1229
16.80777,616.1302
16.81788,638.1288
16.82802,664.5991
16.83813,686.3521
16.84827,729.873
16.85838,756.8016
16.86852,744.8582
16.87863,722.9557
16.88877,718.9717
16.89888,755.369
16.90902,1077.536
16.91913,1890.165
16.92927,3436.703
16.93938,5604.588
16.94952,7734.183
16.95963,9023.978
16.96977,8663.531
16.97988,6988.221
16.99002,4972.891
17.00013,3164.992
17.01027,1873.125
17.0204,1140.068
17.03052,853.0594
17.04065,742.4722
17.05077,693.934
17.0609,650.6726
17.07102,606.6406
17.08115,555.7844
17.09127,529.8563
17.1014,518.0135
17.11152,515.6228
17.12165,564.3988
17.13177,712.5372
17.1419,1074.904
17.15202,1702.037
17.16215,2446.078
17.17227,3152.234
17.1824,3447.906
17.19252,3154.499
17.20265,2489.613
17.21277,1832.051
17.2229,1377.125
17.23302,1114.144
17.24315,967.9929
17.25327,887.2039
17.2634,761.0379
17.27353,670.2973
17.28365,639.3309
17.29378,638.6489
17.3039,669.833
17.31403,690.9777
17.32415,694.859
17.33428,682.3395
17.3444,658.6578
17.35453,630.6135
17.36465,604.3212
17.37478,610.4493
17.3849,609.0325
17.39503,592.5768
17.40515,560.5975
17.41528,533.0618
17.4254,519.9454
17.43553,534.2941
17.44565,530.9325
17.45578,556.7612
17.4659,570.5352
17.47603,559.5296
17.48615,565.4366
17.49628,546.8603
17.5064,522.9247
17.51653,522.2788
17.52665,491.6006
17.53678,497.5761
17.54692,512.7487
17.55703,548.5953
17.56717,579.6266
17.57728,642.1267
17.58742,676.8339
17.59753,701.3845
17.60767,678.2529
17.61778,646.9648
17.62792,599.3929
17.63803,564.275
17.64817,522.5396
17.65828,515.7188
17.66842,515.1635
17.67853,512.3615
17.68867,510.8926
17.69878,531.1007
17.70892,547.5148
17.71903,641.1462
17.72917,898.9702
17.73928,1341.29
17.74942,1915.248
17.75953,2484.629
17.76967,2870.344
17.77978,2879.234
17.78992,2463.246
17.80005,1918.393
17.81017,1416.469
17.8203,1164.419
17.83042,1049.137
17.84055,982.5751
17.85067,908.5052
17.8608,822.6726
17.87092,739.3781
17.88105,642.9091
17.89117,623.4919
17.9013,592.0032
17.91142,584.1857
17.92155,583.5464
17.93167,582.0757
17.9418,572.6003
17.95192,537.1932
17.96205,531.9947
17.97217,531.2692
17.9823,563.6287
17.99242,612.6936
18.00255,752.3835
18.01267,1001.366
18.0228,1408.501
18.03292,1935.478
18.04305,2587.943
18.05318,3074.042
18.0633,3313.402
18.07343,3070.43
18.08355,2483.985
18.09368,1907.185
18.1038,1340.081
18.11393,994.1406
18.12405,816.9916
18.13418,723.0859
18.1443,708.2466
18.15443,691.9079
18.16455,683.3141
18.17468,642.2759
18.1848,640.702
18.19493,654.7088
18.20505,662.1793
18.21518,700.682
18.2253,692.1193
18.23543,700.751
18.24555,687.1273
18.25568,697.8381
18.2658,647.1612
18.27593,637.3956
18.28605,621.5247
18.29618,612.3719
18.30632,621.8284
18.31643,624.1482
18.32657,622.5338
18.33668,627.9761
18.34682,629.4183
18.35693,651.5914
18.36707,633.9951
18.37718,668.4037
18.38732,719.999
18.39743,855.3432
18.40757,1052.005
18.41768,1321.262
18.42782,1574.657
18.43793,1616.905
18.44807,1510.267
18.45818,1257.517
18.46832,1021.896
18.47843,850.4313
18.48857,754.1135
18.49868,710.4356
18.50885,21.55225
18.51558,21.22596
18.52232,19.80818
18.52903,21.41687
18.53577,19.88099
18.5425,21.08557
18.54923,21.16014
18.55595,20.86749
18.56268,20.85582
18.56942,21.2237
18.57613,22.44787
18.58287,20.3498
18.5896,20.27837
18.59633,20.03894
18.60305,20.03061
18.60978,21.1133
18.61652,20.61112
18.62325,20.56523
18.62997,21.08082
18.6367,20.11684
18.64343,20.93202
18.65017,22.96386
18.65688,20.53936
18.66362,21.03809
18.67035,20.87492
18.67708,22.20193
18.6838,19.98344
18.69053,20.89002
18.69727,20.91098
18.70398,22.67027
18.71072,19.18012
18.71745,19.45215
18.72418,20.2696
18.7309,22.57384
18.73763,19.49378
18.74437,20.26445
18.7511,20.48809
18.75782,22.57569
18.76455,21.19065
18.77128,21.29468
18.77802,20.03568
18.78473,20.08872
18.79147,20.25817
18.7982,19.29328
18.80493,21.83201
18.81165,20.626
18.81838,21.61149
18.82512,19.34261
18.83185,20.79126
18.83857,19.96872
18.8453,19.59173
18.85203,20.41444
18.85875,21.83693
18.86548,21.225
18.87222,20.92934
18.87895,19.90775
18.88567,17.63526
18.8924,20.50586
18.89913,21.44279
18.90587,21.14864
18.91258,19.17381
18.91932,18.74936
18.92605,17.56063
18.93278,20.57559
18.9395,19.35245
18.94623,18.95807
18.95297,21.15596
18.9597,18.62629
18.96642,21.74126
18.97315,20.95391
18.97988,20.32185
18.9866,21.63298
18.99333,18.34823
19.00007,22.379
19.0068,22.47667
19.01352,21.01728
19.02025,19.72796
19.02698,20.75731
19.03372,19.60948
19.04043,18.68666
19.04717,21.51615
19.0539,19.37873
19.06063,19.9842
19.06735,20.78074
19.07408,19.54945
19.08082,22.03584
19.08755,20.30441
19.09427,21.65943
19.101,19.54388
19.10773,20.45503
19.11445,18.49451
19.12118,21.49813
19.12792,19.19114
19.13465,20.90069
19.14137,21.20482
19.1481,20.86581
19.15483,21.09794
19.16157,21.04844
19.16828,19.21588
19.17502,21.26664
19.18175,20.90815
19.18848,20.22403
19.1952,20.78862
19.20193,19.2677
19.20867,17.49705
19.2154,19.83587
19.22212,19.21534
19.22885,19.16848
19.23558,19.75393
19.24232,19.34618
19.24903,19.28441
19.25577,20.66705
19.2625,17.28156
19.26922,17.26336
19.27595,19.0121
19.28268,20.5475
19.28942,20.1794
19.29613,21.46833
19.30287,19.81155
19.3096,19.17709
19.31633,19.54599
19.32305,18.44992
19.32978,17.56303
19.33652,19.01023
19.34325,21.68768
19.34997,20.50723
19.3567,19.71423
19.36343,18.96735
19.37017,20.09865
19.37688,18.92202
19.38362,19.3764
19.39035,18.76067
19.39707,19.12923
19.4038,18.60102
19.41053,20.38664
19.41727,20.29532
19.42398,19.99228
19.43072,17.92602
19.43745,19.94094
19.44418,19.40725
19.4509,19.75019
19.45763,20.90021
19.46437,19.4453
19.4711,18.53439
19.47782,18.1701
19.48455,19.58591
19.49128,17.78153
19.49802,20.75584
19.50473,19.44466
19.51147,18.71257
19.5182,19.4701
19.52492,18.77066
19.53165,20.93314
19.53838,20.90602
19.54512,19.00709
19.55183,18.05446
19.55857,19.01995
19.5653,17.72229
19.57203,20.66408
19.57875,18.46784
19.58548,19.36161
19.59222,19.31531
19.59895,19.32635
19.60567,17.99691
19.6124,17.85204
19.61913,19.36099
